Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
The Power of the Dog,2021,R,01 Dec 2021,126 min,"Drama, Western",Jane Campion,"Jane Campion, Thomas Savage","Benedict Cumberbatch, Kirsten Dunst, Jesse Plemons","Severe, pale-eyed, handsome, Phil Burbank is brutally beguiling. All of Phil's romance, power and fragility is trapped in the past and in the land: He can castrate a bull calf with two swift slashes of his knife; he swims naked in the river, smearing his body with mud. He is a cowboy as raw as his hides. The year is 1925. The Burbank brothers are wealthy ranchers in Montana. At the Red Mill restaurant on their way to market, the brothers meet Rose, the widowed proprietress, and her impressionable son Peter. Phil behaves so cruelly he drives them both to tears, revelling in their hurt and rousing his fellow cowhands to laughter - all except his brother George, who comforts Rose then returns to marry her. As Phil swings between fury and cunning, his taunting of Rose takes an eerie form - he hovers at the edges of her vision, whistling a tune she can no longer play. His mockery of her son is more overt, amplified by the cheering of Phil's cowhand disciples. Then Phil appears to take the boy under his wing. Is this latest gesture a softening that leaves Phil exposed, or a plot twisting further into menace?",English,"New Zealand, United Kingdom, Canada, Australia",Won 1 Oscar. 282 wins & 317 nominations total,https://m.media-amazon.com/images/M/MV5BZGRhYjE2NWUtN2FkNy00NGI3LTkxYWMtMDk4Yjg5ZjI3MWI2XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,6.8,"192,707",tt10293406,movie,01 Dec 2021,N/A,N/A,N/A,True,
The Present,2020,N/A,18 Mar 2021,24 min,"Short, Drama",Farah Nabulsi,"Farah Nabulsi, Hind Shoufani","Saleh Bakri, Maryam Kanj, Mariam Basha","Each morning, Yusef, a doting father-of-one, has no other choice but to queue for hours and navigate the harrowing Checkpoint 300, an infamous, crowded Israeli crossing point between Bethlehem and Jerusalem, to get to work on time. But, on his wedding anniversary, Yusef has arranged to pick up a new fridge for his wife, Noor, and even though the store is in Jerusalem, he is determined to endure the dehumanising process, the armed soldiers' scrutinising gaze, and even humiliation, to go shopping with his young daughter, Yasmine. Is this just the beginning of a long, challenging day?","Arabic, English","United Kingdom, Occupied Palestinian Territory",Nominated for 1 Oscar. 33 wins & 22 nominations total,https://m.media-amazon.com/images/M/MV5BNTM2ZWQ3NzktNDY4MS00YzhmLWI0YTktYjUzNDljZDA0M2FmXkEyXkFqcGdeQXVyNjYxMDQwOTI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"3,814",tt11474480,movie,19 Mar 2021,N/A,N/A,N/A,True,
The Princess and the Frog,2009,G,11 Dec 2009,97 min,"Animation, Adventure, Comedy","Ron Clements, John Musker","Ron Clements, John Musker, Greg Erb","Anika Noni Rose, Keith David, Oprah Winfrey","A modern day retelling of the classic story The Frog Prince. The Princess and the Frog finds the lives of arrogant, carefree Prince Naveen and hardworking waitress Tiana crossing paths. Prince Naveen is transformed into a frog by a conniving voodoo magician and Tiana, following suit, upon kissing the amphibian royalty. With the help of a trumpet-playing alligator, a Cajun firefly, and an old blind lady who lives in a boat in a tree, Naveen and Tiana must race to break the spell and fulfill their dreams.","English, French","United States, Japan",Nominated for 3 Oscars. 10 wins & 42 nominations total,https://m.media-amazon.com/images/M/MV5BNmJkZjk1OTUtNzQ3NC00M2I1LTgzNTQtYzk4MmMyNDk0MTY3XkEyXkFqcGdeQXVyMTI5NzUyMTIz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.2,"165,658",tt0780521,movie,01 Jan 2014,"$104,400,899",N/A,N/A,True,
The Queen of Basketball,2021,N/A,10 Jun 2021,22 min,"Documentary, Short, Biography",Ben Proudfoot,N/A,"Larry Bird, Lusia Harris, Oscar Robertson","Queen of Basketball is an electrifying portrait of Lucy Harris, who scored the first basket in women's Olympic history and was the first and only woman officially drafted into the N.B.A. Harris has remained largely unknown - until now.",English,United States,Won 1 Oscar. 4 wins & 2 nominations total,https://m.media-amazon.com/images/M/MV5BYmY4MDcwZTMtMDllMi00ZmMwLTlhYTQtMjAwMGJjYmVkNjNkXkEyXkFqcGdeQXVyMjEyOTQwMTg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"1,455",tt14513236,movie,N/A,N/A,N/A,N/A,True,
The Quiet Girl,2022,PG-13,13 May 2022,95 min,Drama,Colm Bairéad,"Claire Keegan, Colm Bairéad","Carrie Crowley, Andrew Bennett, Catherine Clinch","Set in 1981, this film tells the story of a young girl, Cáit, who is sent away for the summer from her dysfunctional family to live with ""her mother's people"". These are Seán and Eibhlín Cinnsealach; a middle-aged couple she has never met. Slowly, in the care of this couple, Cáit blossoms and discovers a new way of living, but in this house where affection grows and there are meant to be no secrets, she discovers one.","Irish Gaelic, English, Gaelic",Ireland,Nominated for 1 Oscar. 30 wins & 45 nominations total,https://m.media-amazon.com/images/M/MV5BYjljNGMzMjYtZTYwMS00NGMxLWIxY2UtM2E1N2FjZjBlN2MwXkEyXkFqcGdeQXVyMTUzMTg2ODkz._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '89/100'}]",89,7.7,"21,676",tt15109082,movie,N/A,"$1,500,014",N/A,N/A,True,
The Reader,2008,R,30 Jan 2009,124 min,"Drama, Mystery, Romance",Stephen Daldry,"David Hare, Bernhard Schlink","Kate Winslet, Ralph Fiennes, Bruno Ganz","THE READER opens in post-war Germany when teenager Michael Berg becomes ill and is helped home by Hanna, a stranger twice his age. Michael recovers from scarlet fever and seeks out Hanna to thank her. The two are quickly drawn into a passionate secret affair. Michael discovers that Hanna loves being read to and their physical relationship deepens. Hanna is enthralled as Michael reads to her from ""The Odyssey,"" ""Huck Finn,"" and ""The Lady with the Little Dog."" Despite their intense bond, Hanna mysteriously disappears one day and Michael is left confused and heartbroken. Eight years later, while Michael is a law student observing the Nazi war crime trials, he is stunned to find Hanna back in his life--this time as a defendant in the courtroom. As Hanna's past is revealed, Michael uncovers a deep secret that will impact both of their lives. THE READER is a story about truth and reconciliation, about how one generation comes to terms with the crimes of another.","English, German, Greek, Latin","Germany, United States",Won 1 Oscar. 26 wins & 48 nominations total,https://m.media-amazon.com/images/M/MV5BMTM0NDQxNjA0N15BMl5BanBnXkFtZTcwNDUwMzcwMg@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.6,"258,365",tt0976051,movie,10 Aug 2016,"$34,194,407",N/A,N/A,True,
The Red Suitcase,2022,N/A,10 Aug 2022,18 min,"Short, Drama",Cyrus Neshvad,"Guillaume Levil, Cyrus Neshvad","Nawelle Evad, Sarkaw Gorany, Anne Klein",Luxembourg Airport. Late in the evening. A veiled 16-year-old Iranian girl is frightened to take her red suitcase on the automatic carpet. She keeps pushing back the moment to go through the arrival gate and seems more and more te...,"Persian, English, Luxembourgish, French",Luxembourg,Nominated for 1 Oscar. 16 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BN2RjNjc3ZmEtYjViMy00N2I3LWFlZjktMzdlMDgyNjA0YjA3XkEyXkFqcGdeQXVyMTA0Mzc3NTI3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",N/A,7.4,"1,357",tt22763378,movie,N/A,N/A,N/A,N/A,True,
The Red Turtle,2016,PG,20 Jan 2017,80 min,"Animation, Drama, Family",Michael Dudok de Wit,"Michael Dudok de Wit, Pascale Ferran","Emmanuel Garijo, Tom Hudson, Baptiste Goy","Surrounded by the immense and furious ocean, a shipwrecked mariner battles for his life with the relentless towering waves. On the brink of demise, eventually, the man will find himself washed ashore on a deserted tropical island of sandy beaches, timid animal inhabitants, and a gracefully swaying bamboo forest. Alone, famished, yet determined to break free from this Eden-like prison, the stranded sailor summons up the strength to build a small raft, and sets off on a perilous journey in the wide open sea; however, an indistinguishable adversary prevents him from escaping. Never giving up hope, each day, the exhausted man attempts to make a new, sturdier, and more improved raft; nevertheless, the sea is vast with wonderful and mysterious creatures, and the island's only red turtle won't let the weary survivor escape that easily. Could this be the heartless enemy?",None,"France, Belgium, Japan",Nominated for 1 Oscar. 13 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BNGZlYzFhNmYtMmJhMS00YTk5LWI3MDAtZmZhZTM0YzFlYjAxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",86,7.5,"38,490",tt3666024,movie,02 May 2017,"$921,974",N/A,N/A,True,
The Revenant,2015,R,08 Jan 2016,156 min,"Action, Adventure, Drama",Alejandro G. Iñárritu,"Mark L. Smith, Alejandro G. Iñárritu, Michael Punke","Leonardo DiCaprio, Tom Hardy, Will Poulter","While exploring uncharted wilderness in 1823, legendary frontiersman Hugh Glass sustains injuries from a brutal bear attack. When his hunting team leaves him for dead, Glass must utilize his survival skills to find a way back home while avoiding natives on their own hunt. Grief-stricken and fueled by vengeance, Glass treks through the wintry terrain to track down John Fitzgerald, the former confidant who betrayed and abandoned him.","English, Pawnee, French","Hong Kong, Taiwan, United States",Won 3 Oscars. 92 wins & 193 nominations total,https://m.media-amazon.com/images/M/MV5BMDE5OWMzM2QtOTU2ZS00NzAyLWI2MDEtOTRlYjIxZGM0OWRjXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,8.0,"868,037",tt1663202,movie,22 Mar 2016,"$183,637,894",N/A,N/A,True,
The Salesman,2016,PG-13,31 Aug 2016,124 min,"Drama, Thriller",Asghar Farhadi,Asghar Farhadi,"Shahab Hosseini, Taraneh Alidoosti, Mina Sadati","Forced to leave their collapsing house, Ranaa and Emad, an Iranian couple who happen to be performers rehearsing for Arthur Miller's ""Death of a Salesman"" rent a new apartment from one of their fellow performers. Unaware of the fact that the previous tenant had been a woman of ill repute having many clients, they settle down. By a nasty turn of events one of the clients pays a visit to the apartment one night while Ranaa is alone at home taking a bath and the aftermath turns the peaceful life of the couple upside down.","Persian, English","Iran, France",Won 1 Oscar. 14 wins & 28 nominations total,https://m.media-amazon.com/images/M/MV5BMTg2MTc0ODEwOV5BMl5BanBnXkFtZTgwNDAyOTY1MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",85,7.7,"64,130",tt5186714,movie,02 May 2017,"$2,402,067",N/A,N/A,True,
The Salt of the Earth,2014,PG-13,15 Oct 2014,110 min,"Documentary, Biography, History","Juliano Ribeiro Salgado, Wim Wenders","Wim Wenders, Juliano Ribeiro Salgado, David Rosier","Sebastião Salgado, Wim Wenders, Lélia Wanick Salgado","For the last 40 years, the photographer Sebastião Salgado has been travelling through the continents, in the footsteps of an ever-changing humanity. He has witnessed some of the major events of our recent history; international conflicts, starvation and exodus. He is now embarking on the discovery of pristine territories, of wild fauna and flora, and of grandiose landscapes as part of a huge photographic project which is a tribute to the planet's beauty.","French, English, Portuguese","France, Italy, Brazil",Nominated for 1 Oscar. 14 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BNjkyNjI3ODc0Ml5BMl5BanBnXkFtZTgwMTU0MjM2NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",83,8.4,"23,297",tt3674140,movie,10 Aug 2016,"$1,343,349",N/A,N/A,True,
The Sea Beast,2022,PG,08 Jul 2022,115 min,"Animation, Action, Adventure",Chris Williams,"Chris Williams, Nell Benjamin, Sam Stratton","Karl Urban, Zaris-Angel Hator, Jared Harris","In an era when terrifying beasts roamed the seas, monster hunters were celebrated heroes and none were more beloved than the great Jacob Holland. But when young Maisie Brumble stows away on his fabled ship, he's saddled with an unexpected ally. Together they embark on an epic journey into uncharted waters and make history.","English, Persian",United States,Nominated for 1 Oscar. 13 nominations total,https://m.media-amazon.com/images/M/MV5BODkyYTRlMDItMDlhMC00MzkzLWI3NzQtOGVlMjdjYThlNDM3XkEyXkFqcGdeQXVyMTA1OTcyNDQ4._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,7.0,"57,492",tt9288046,movie,08 Jul 2022,N/A,N/A,N/A,True,
The Secret in Their Eyes,2009,R,21 May 2010,129 min,"Drama, Mystery, Romance",Juan José Campanella,"Eduardo Sacheri, Juan José Campanella","Ricardo Darín, Soledad Villamil, Pablo Rago","In 1999, retired Argentinian federal justice agent Benjamín Espósito is writing a novel, using an old closed case as the source material. That case is the brutal rape and murder of Liliana Coloto. In addition to seeing the extreme grief of the victim's husband Ricardo Morales, Benjamín, his assistant Pablo Sandoval, and newly hired department chief Irene Menéndez-Hastings were personally affected by the case as Benjamín and Pablo tracked the killer, hence the reason why the unsatisfactory ending to the case has always bothered him. Despite the department already having two other suspects, Benjamín and Pablo ultimately were certain that a man named Isidoro Gómez is the real killer. Although he is aware that historical accuracy is not paramount for the novel, the process of revisiting the case is more an issue of closure for him. He tries to speak to the key players in the case, most specifically Irene, who still works in the justice department and who he has always been attracted to but never pursued due to the differences in their ages and social classes. The other issue is that Gómez is still at large, no one aware if he is alive or dead. But as Pablo at the time mentioned that passion is one thing that cannot be changed in behavior, Benjamín learns now that that premise still holds true.",Spanish,"Argentina, Spain",Won 1 Oscar. 53 wins & 43 nominations total,https://m.media-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80,8.2,"221,909",tt1305806,movie,16 Apr 2012,"$6,391,436",N/A,N/A,True,
The Secret of Kells,2009,Not Rated,22 Jun 2016,75 min,"Animation, Adventure, Family","Tomm Moore, Nora Twomey","Tomm Moore, Fabrice Ziolkowski","Evan McGuire, Brendan Gleeson, Mick Lally","Young Brendan lives in a remote medieval outpost under siege from barbarian raids. But a new life of adventure beckons when a celebrated master illuminator arrives from the isle of Iona carrying an ancient but unfinished book, brimming with secret wisdom and powers. To help complete the magical book, Brendan has to overcome his deepest fears on a dangerous quest that takes him into the enchanted forest where mythical creatures hide. It is here that he meets the fairy Aisling, a mysterious young wolf-girl, who helps him along the way. But with the barbarians closing in, will Brendan's determination and artistic vision illuminate the darkness and show that enlightenment is the best fortification against evil?","Irish Gaelic, Norwegian, Latin, English","Ireland, Belgium, France",Nominated for 1 Oscar. 7 wins & 7 nominations total,https://m.media-amazon.com/images/M/MV5BMjEzMjEzNTIzOF5BMl5BanBnXkFtZTcwMTg2MjAyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.5,"38,065",tt0485601,movie,30 Nov 2016,"$676,775",N/A,N/A,True,
